Open,High,Low,Close,Volume,Returns
7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,601904800,0.0017289307580481417
7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,552160000,-0.01590632443351514
7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,477131200,-0.0018487095865324932
7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,447610800,0.006648330467509567
7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,462229600,-0.008821474266637597
7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,594459600,-0.01137512645454497
7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,605892000,0.014105528963442415
7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,432894000,-0.005791540174464371
7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,594067600,-0.0167120278608599
7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,730007600,0.04423830852622346
7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,612152800,-0.015392403151918477
7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,608154400,-0.01728630870498349
7.385000228881836,7.410714149475098,7.041429042816162,7.0625,881767600,-0.049598612943910436
7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,1065699600,0.026902662969268576
7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,1867110000,0.014133052195012485
7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,1722568400,0.009420240573584149
7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,1173502400,-0.04132196212990025
7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,1245952400,-0.03627874999857639
6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,749876400,0.013901876021248594
6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,698342400,0.005802902349361316
6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,615328000,0.017206152760495197
7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,757652000,-0.03603863695078102
6.879642963409424,7.0,6.816071033477783,6.980713844299316,850306800,0.017755641478434336
6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,478270800,-0.006855575056671559
7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,632886800,0.010663545002821628
6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,370361600,-0.005453953388032562
6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,550345600,0.018193938437622847
7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,655468800,0.008607300974015963
7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,543737600,0.015071375700046019
7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,436396800,-0.004178921896833887
7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,422825200,0.0018759909348637915
7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,415469600,-0.006209048175126575
7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,390563600,-0.006198254229782374
7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,575094800,-0.016764778416844983
7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,460566400,0.018268627244798274
7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,665126000,0.006677915517312449
7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,507460800,0.01297026317010519
7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,550093600,0.021356758754109917
7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,566546400,-0.0006699037896520377
7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,372052800,0.002298160883152489
7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,366041200,0.006592485472262988
