Open,High,Low,Close,Volume,Returns,Price Range,Price Movement,Volume Weighted Stock Price
15.620948791503906,15.6373872756958,15.480475425720217,15.541497230529783,120638494,-0.0044036352213107,0.15691184997558416,-0.07945156097412287,33.31503417123057
15.588071823120115,15.588071823120115,15.10239315032959,15.149715423583984,159744526,-0.0252087557031623,0.48567867279052557,-0.43835639953613104,33.31503417123057
15.178109169006348,15.193053245544434,14.7609224319458,14.797037124633787,257533695,-0.0232795329212039,0.4321308135986328,-0.38107204437256037,33.31503417123057
14.744732856750488,15.024932861328123,14.67275333404541,14.994297981262209,189680313,0.0133311050696778,0.35217952728271307,0.24956512451172053,33.31503417123057
15.05506992340088,15.05506992340088,14.79554271697998,14.971632957458496,289597429,-0.0015115761892977,0.2595272064209002,-0.08343696594238459,33.31503417123057
14.885456085205078,14.898158073425291,14.64510726928711,14.70687484741211,194859654,-0.0176839834905577,0.2530508041381818,-0.17858123779296875,33.31503417123057
14.358430862426758,14.654570579528809,14.293923377990724,14.622441291809082,260838034,-0.0057410943167089,0.36064720153808416,0.2640104293823242,33.31503417123057
14.542988777160645,14.799528121948242,14.515840530395508,14.691184043884276,170239717,0.0047011816086894,0.2836875915527344,0.14819526672363104,33.31503417123057
14.77810764312744,14.783587455749512,14.397035598754885,14.445853233337402,218194794,-0.0166991857030749,0.38655185699462713,-0.3322544097900373,33.31503417123057
14.475741386413574,14.705381393432615,14.353449821472168,14.635642051696776,173315202,0.013137944522473,0.35193157196044744,0.15990066528320135,33.31503417123057
14.59479522705078,14.59479522705078,14.328542709350586,14.45606517791748,130515377,-0.0122698323138121,0.26625251770019354,-0.138730049133299,33.31503417123057
14.531532287597656,14.615716934204102,14.252826690673828,14.520074844360352,253253712,0.0044278761651304,0.36289024353027344,-0.011457443237304688,33.31503417123057
14.059800148010254,14.21173095703125,13.321566581726074,13.69890308380127,273035583,-0.0565542374513329,0.8901643753051758,-0.3608970642089844,33.31503417123057
13.61372184753418,13.69566535949707,13.337757110595703,13.44958782196045,177458675,-0.0181996514841857,0.3579082489013672,-0.16413402557373047,33.31503417123057
13.39902687072754,13.688691139221191,13.357184410095217,13.509861946105955,174873019,0.0044814848561449,0.3315067291259748,0.11083507537841442,33.31503417123057
13.481219291687012,13.64012336730957,13.332775115966797,13.50189208984375,159170382,-0.0005899287715892,0.30734825134277344,0.02067279815673828,33.31503417123057
13.56141757965088,13.623933792114258,13.21546459197998,13.307371139526367,129648138,-0.0144069400809168,0.40846920013427734,-0.2540464401245135,33.31503417123057
13.411978721618652,13.474245071411133,13.091180801391602,13.199027061462402,166240784,-0.0081416590044711,0.38306427001953125,-0.21295166015625,33.31503417123057
13.315092086791992,13.345229148864746,13.207992553710938,13.275738716125488,90369462,0.0058119173713238,0.1372365951538086,-0.039353370666503906,33.31503417123057
13.324057579040527,13.324057579040527,13.14099407196045,13.22841739654541,164462143,-0.0035644961528655,0.18306350708007812,-0.09564018249511719,33.31503417123057
13.167394638061523,13.50189208984375,13.1564359664917,13.470010757446287,120413655,0.0182632096991413,0.3454561233520508,0.30261611938476385,33.31503417123057
13.374868392944336,13.399773597717283,13.089936256408691,13.120322227478027,135614418,-0.0259605234372178,0.309837341308592,-0.2545461654663086,33.31503417123057
13.16067123413086,13.287693977355955,13.012724876403809,13.232650756835938,126713179,0.0085614154447106,0.27496910095214666,0.07197952270507812,33.31503417123057
13.262787818908691,13.499401092529297,13.238628387451172,13.286947250366213,108175956,0.0041032212311826,0.260772705078125,0.024159431457521308,33.31503417123057
13.43813133239746,13.48769474029541,13.32679843902588,13.360919952392578,113206742,0.0055673211184252,0.16089630126952947,-0.07721138000488104,33.31503417123057
13.301891326904297,13.394543647766112,13.142987251281738,13.311355590820312,107380987,-0.0037096518614641,0.2515563964843732,0.009464263916015625,33.31503417123057
13.283210754394531,13.4617919921875,13.188068389892578,13.35992431640625,96761331,0.0036486686314225,0.2737236022949219,0.07671356201171875,33.31503417123057
13.274494171142578,13.3786039352417,13.212974548339844,13.27822971343994,91529795,-0.0061149001320304,0.16562938690185547,0.003735542297361505,33.31503417123057
13.37162971496582,13.552452087402344,13.30762004852295,13.481966018676758,146723904,0.0153436346285378,0.24483203887939453,0.1103363037109375,33.31503417123057
13.499401092529297,13.53427028656006,13.390061378479004,13.40500545501709,81492313,-0.0057084080729067,0.14420890808105646,-0.09439563751220703,33.31503417123057
13.388317108154297,13.574370384216309,13.353447914123535,13.529787063598633,93826371,0.0093085832005268,0.22092247009277344,0.14146995544433594,33.31503417123057
13.462787628173828,13.54996109008789,13.442115783691406,13.468517303466797,102506786,-0.0045285088260317,0.10784530639648438,0.00572967529296875,33.31503417123057
13.632651329040527,13.63638687133789,13.474493980407717,13.519326210021973,86105539,0.0037724201863034,0.161892890930174,-0.11332511901855469,33.31503417123057
13.52430820465088,13.539999008178713,13.257556915283203,13.32679843902588,115334688,-0.0142409294668377,0.2824420928955096,-0.197509765625,33.31503417123057
13.299650192260742,13.410733222961426,13.213224411010742,13.237133979797363,93412827,-0.0067281320145087,0.1975088119506836,-0.0625162124633789,33.31503417123057
13.128789901733398,13.162912368774414,12.951455116271973,13.11160373687744,132864148,-0.0094831889676049,0.2114572525024414,-0.017186164855958808,33.31503417123057
13.13626194000244,13.244108200073242,13.038129806518556,13.120820045471191,82279251,0.0007029123804151,0.20597839355468572,-0.015441894531248224,33.31503417123057
13.180596351623535,13.282464027404783,13.144231796264648,13.2675199508667,89851528,0.0111806963960414,0.13823223114013494,0.08692359924316406,33.31503417123057
